backend,model,mode,language,category,attempts,pass_rate,exact_rate,parse_error_rate,semantic_mismatch_rate,incomplete_rate,non_completable_rate
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function,4,25.0,0.0,0.0,0.0,0.0,75.0
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_application,4,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_arithmetic,12,8.33,8.33,0.0,50.0,0.0,41.67
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_closure,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_composition,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_constant,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_float,4,0.0,0.0,0.0,75.0,25.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained,fun,fun:function_higher_order,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:arithmetic,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:assignment,3,33.33,33.33,0.0,33.33,0.0,33.33
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:boolean,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:branching,6,0.0,0.0,0.0,33.33,0.0,66.67
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:loops,4,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:mixed_control,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:nested_branching,3,0.0,0.0,0.0,33.33,0.0,66.67
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:sequence,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,imp,imp:while_loop,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_application,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_argument_order,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_choice,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_composition,6,16.67,0.0,0.0,16.67,0.0,66.67
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_continuation,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_contraction,2,50.0,0.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_elimination,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_eta,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_function_result,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_higher_order,3,33.33,33.33,0.0,66.67,0.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_identity,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_modus_ponens,2,100.0,50.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_pipeline,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_projection,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_repetition,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_substitution,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained,stlc,stlc:logic_weakening,3,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:boolean,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function,4,25.0,0.0,0.0,0.0,0.0,75.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_application,4,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_arithmetic,12,8.33,0.0,0.0,0.0,0.0,91.67
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_closure,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_composition,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_constant,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_float,4,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,fun,fun:function_higher_order,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:arithmetic,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:assignment,3,66.67,66.67,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:boolean,2,0.0,0.0,0.0,0.0,50.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:branching,6,0.0,0.0,0.0,33.33,0.0,66.67
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:loops,4,25.0,0.0,0.0,25.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:mixed_control,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:nested_branching,3,0.0,0.0,0.0,33.33,0.0,66.67
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:sequence,3,0.0,0.0,0.0,33.33,0.0,66.67
local,Qwen/Qwen3.5-2B,unconstrained_raw,imp,imp:while_loop,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_application,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_argument_order,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_choice,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_composition,6,16.67,0.0,0.0,0.0,0.0,83.33
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_continuation,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_contraction,2,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_elimination,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_eta,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_function_result,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_higher_order,3,0.0,0.0,0.0,66.67,0.0,33.33
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_identity,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_modus_ponens,2,50.0,50.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_pipeline,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_projection,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_repetition,2,50.0,50.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_substitution,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-2B,unconstrained_raw,stlc,stlc:logic_weakening,3,0.0,0.0,0.0,66.67,0.0,33.33
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:boolean,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function,4,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_application,4,0.0,0.0,0.0,75.0,25.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_arithmetic,12,66.67,0.0,0.0,16.67,16.67,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_closure,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_composition,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_constant,1,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_float,4,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,fun,fun:function_higher_order,2,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:arithmetic,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:assignment,3,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:boolean,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:branching,6,0.0,0.0,0.0,83.33,16.67,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:loops,4,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:mixed_control,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:nested_branching,3,33.33,0.0,0.0,66.67,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:sequence,3,66.67,0.0,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,imp,imp:while_loop,3,66.67,0.0,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_application,2,0.0,0.0,50.0,0.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_argument_order,1,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_choice,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_composition,6,16.67,0.0,0.0,0.0,83.33,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_continuation,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_contraction,2,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_elimination,1,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_eta,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_function_result,1,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_higher_order,3,0.0,0.0,0.0,33.33,66.67,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_identity,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_modus_ponens,2,50.0,0.0,0.0,0.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_pipeline,1,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_projection,1,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_repetition,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_substitution,2,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_direct,stlc,stlc:logic_weakening,3,66.67,0.0,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:boolean,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function,4,75.0,0.0,0.0,25.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_application,4,25.0,0.0,0.0,50.0,25.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_arithmetic,12,58.33,0.0,0.0,16.67,25.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_closure,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_composition,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_constant,1,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_float,4,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,fun,fun:function_higher_order,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:arithmetic,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:assignment,3,0.0,0.0,0.0,33.33,66.67,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:boolean,2,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:branching,6,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:loops,4,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:mixed_control,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:nested_branching,3,33.33,0.0,0.0,66.67,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:sequence,3,66.67,0.0,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,imp,imp:while_loop,3,33.33,0.0,0.0,66.67,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_application,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_argument_order,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_choice,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_composition,6,83.33,0.0,0.0,16.67,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_continuation,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_contraction,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_elimination,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_eta,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_function_result,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_higher_order,3,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_identity,2,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_modus_ponens,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_pipeline,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_projection,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_repetition,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_substitution,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,constrained_mixed,stlc,stlc:logic_weakening,3,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:boolean,2,50.0,0.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function,4,25.0,0.0,0.0,25.0,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_application,4,0.0,0.0,0.0,75.0,0.0,25.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_arithmetic,12,0.0,0.0,0.0,41.67,0.0,58.33
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_closure,2,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_composition,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_constant,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_float,4,0.0,0.0,0.0,50.0,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained,fun,fun:function_higher_order,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:arithmetic,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:assignment,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:boolean,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:branching,6,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:loops,4,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:mixed_control,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:nested_branching,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:sequence,3,33.33,0.0,0.0,33.33,0.0,33.33
local,Qwen/Qwen3.5-4B,unconstrained,imp,imp:while_loop,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_application,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_argument_order,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_choice,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_composition,6,33.33,0.0,0.0,16.67,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_continuation,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_contraction,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_elimination,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_eta,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_function_result,1,100.0,100.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_higher_order,3,66.67,66.67,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_identity,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_modus_ponens,2,100.0,50.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_pipeline,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_projection,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_repetition,2,50.0,50.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_substitution,2,50.0,0.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained,stlc,stlc:logic_weakening,3,66.67,33.33,0.0,0.0,0.0,33.33
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:boolean,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function,4,0.0,0.0,0.0,0.0,50.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_application,4,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_arithmetic,12,0.0,0.0,0.0,0.0,25.0,75.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_closure,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_composition,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_constant,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_float,4,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,fun,fun:function_higher_order,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:arithmetic,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:assignment,3,66.67,66.67,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:boolean,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:branching,6,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:loops,4,25.0,0.0,0.0,0.0,0.0,75.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:mixed_control,2,50.0,0.0,0.0,0.0,0.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:nested_branching,3,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:sequence,3,66.67,0.0,0.0,33.33,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,imp,imp:while_loop,3,33.33,33.33,0.0,0.0,0.0,66.67
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_application,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_argument_order,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_choice,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_composition,6,16.67,0.0,0.0,16.67,0.0,66.67
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_continuation,1,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_contraction,2,50.0,0.0,0.0,0.0,50.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_elimination,1,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_eta,1,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_function_result,1,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_higher_order,3,0.0,0.0,0.0,0.0,66.67,33.33
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_identity,2,0.0,0.0,0.0,0.0,100.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_modus_ponens,2,0.0,0.0,0.0,0.0,50.0,50.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_pipeline,1,0.0,0.0,0.0,100.0,0.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_projection,1,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_repetition,2,50.0,0.0,0.0,0.0,50.0,0.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_substitution,2,0.0,0.0,0.0,0.0,0.0,100.0
local,Qwen/Qwen3.5-4B,unconstrained_raw,stlc,stlc:logic_weakening,3,0.0,0.0,0.0,0.0,33.33,66.67
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:boolean,2,100.0,0.0,0.0,0.0,0.0,0.0
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:function,4,75.0,0.0,0.0,0.0,25.0,0.0
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:function_application,4,25.0,0.0,0.0,50.0,25.0,0.0
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:function_arithmetic,12,66.67,0.0,0.0,25.0,8.33,0.0
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:function_closure,2,50.0,0.0,0.0,50.0,0.0,0.0
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:function_composition,2,0.0,0.0,0.0,50.0,50.0,0.0
local,Qwen/Qwen3.5-4B-Base,constrained_direct,fun,fun:function_constant,1,0.0,0.0,0.0,0.0,100.0,0.0
